id_producto,nombre,precio,stock,categoria,calificacion,descuento_porcentaje
518,Lampara_342,1074.41,476,Hogar,4.0,20
519,Mesa_939,2412.19,182,Hogar,1.9,5
520,Gorra_129,858.05,344,Ropa,4.7,0
521,Bicicleta_213,1436.84,175,Deportes,2.2,0
522,Pantalon_521,733.26,402,Ropa,2.4,15
523,Tablet_813,356.69,21,Electronica,1.9,50
524,Lampara_475,1470.16,405,Hogar,2.6,5
525,Monitor_734,1404.58,97,Electronica,3.1,5
526,Enciclopedia_405,705.25,349,Libros,2.2,0
527,Lampara_148,865.23,199,Hogar,4.6,20
528,Mesa_694,920.37,278,Hogar,4.5,50
529,Tablet_111,2452.82,258,Electronica,2.5,20
530,Poesia_206,700.86,109,Libros,1.9,5
531,Raqueta_196,404.23,477,Deportes,1.8,15
532,Licuadora_925,1596.05,96,Hogar,1.4,20
533,Calcetines_857,1566.92,331,Ropa,4.5,10
534,Comic_759,1206.19,443,Libros,1.2,20
535,Peluche_405,835.85,127,Juguetes,3.0,50
536,Chaqueta_978,1644.1,43,Ropa,4.5,10
537,Gorra_961,1665.94,251,Ropa,1.3,0
538,Lampara_224,90.62,234,Hogar,3.2,0
539,Poesia_260,2176.44,213,Libros,3.8,20
540,Tenis_532,1526.69,380,Deportes,2.8,10
541,Gorra_262,1669.62,291,Ropa,1.7,15
542,Lampara_623,2353.01,383,Hogar,3.3,50
543,Novela_896,102.36,307,Libros,2.0,15
544,Muneca_316,1181.5,149,Juguetes,2.4,50
545,Balon_397,531.39,172,Deportes,4.0,15
546,Novela_535,2374.88,399,Libros,4.9,0
547,Tablet_857,1333.13,489,Electronica,4.6,0
548,Bicicleta_915,2496.82,349,Deportes,3.9,50
549,Peluche_548,2208.1,66,Juguetes,3.6,5
550,Tablet_181,1933.78,457,Electronica,1.1,50
551,Bicicleta_993,1785.93,429,Deportes,2.2,15
552,Calcetines_102,1245.66,323,Ropa,3.6,20
553,Puzzle_509,1802.41,478,Juguetes,3.2,0
554,Gorra_688,392.29,25,Ropa,2.8,15
555,Silla_927,1976.5,208,Hogar,4.9,15
556,Balon_811,792.48,39,Deportes,3.3,5
557,Mesa_898,918.1,48,Hogar,1.9,0
558,Camisa_462,529.97,225,Ropa,4.5,0
559,Comic_352,1441.32,196,Libros,4.1,10
560,Novela_594,722.28,253,Libros,3.0,5
561,Calcetines_291,410.29,457,Ropa,4.3,50
562,Lego_775,1162.25,383,Juguetes,4.2,20
563,Lampara_943,1129.69,426,Hogar,4.6,20
564,Carro RC_329,204.84,75,Juguetes,3.8,10
565,Pantalon_158,2420.12,252,Ropa,1.4,20
566,Enciclopedia_785,1004.57,130,Libros,2.8,5
567,Pesas_873,1481.74,139,Deportes,1.2,50
568,Poesia_994,1313.62,350,Libros,1.4,10
569,Enciclopedia_138,1178.52,449,Libros,2.6,20
570,Licuadora_254,1612.27,500,Hogar,4.8,20
571,Bicicleta_763,759.4,412,Deportes,4.5,5
572,Puzzle_501,1300.28,250,Juguetes,4.0,10
573,Pesas_206,264.0,206,Deportes,3.5,50
574,Lampara_323,2064.83,135,Hogar,4.1,20
575,Laptop_978,471.15,77,Electronica,1.3,0
576,Novela_356,1314.56,80,Libros,2.5,50
577,Peluche_722,1855.05,98,Juguetes,3.6,15
578,Lampara_753,1091.48,166,Hogar,1.0,5
579,Camisa_692,101.19,447,Ropa,2.6,0
580,Lego_344,1964.25,136,Juguetes,4.9,5
581,Tablet_175,1918.78,377,Electronica,2.5,10
582,Novela_479,2359.91,494,Libros,2.8,15
583,Chaqueta_891,1114.74,25,Ropa,4.8,15
584,Mesa_936,1322.49,347,Hogar,4.7,0
585,Audifonos_332,882.5,114,Electronica,3.3,20
586,Pesas_755,1078.79,1,Deportes,3.6,5
587,Muneca_901,1956.94,81,Juguetes,3.1,0
588,Carro RC_770,380.37,148,Juguetes,3.4,5
589,Lampara_589,155.01,410,Hogar,3.5,20
590,Muneca_870,153.44,399,Juguetes,3.6,20
591,Comic_944,471.17,295,Libros,4.4,5
592,Comic_902,430.69,140,Libros,3.9,5
593,Chaqueta_572,1747.06,409,Ropa,3.4,5
594,Poesia_856,1843.11,45,Libros,4.1,0
595,Poesia_220,1483.54,2,Libros,2.4,15
596,Novela_942,2391.05,344,Libros,5.0,10
597,Camisa_532,2062.17,264,Ropa,2.9,50
598,Audifonos_510,320.5,310,Electronica,2.2,50
599,Raqueta_645,1766.61,429,Deportes,2.4,50
600,Muneca_695,2483.71,313,Juguetes,1.3,20
601,Laptop_455,1665.67,190,Electronica,1.3,20
602,Tablet_547,1507.84,5,Electronica,3.0,0
603,Balon_469,1519.01,68,Deportes,1.1,50
604,Mesa_278,62.47,108,Hogar,1.3,20
605,Gorra_806,160.23,257,Ropa,1.5,5
606,Bicicleta_771,1849.23,176,Deportes,4.2,20
607,Celular_912,516.51,165,Electronica,4.3,15
608,Gorra_474,489.38,314,Ropa,4.2,15
609,Comic_922,70.96,240,Libros,4.4,15
610,Tablet_119,162.97,232,Electronica,4.8,10
611,Celular_700,552.54,306,Electronica,1.8,0
612,Monitor_230,752.73,330,Electronica,2.0,0
613,Silla_216,912.91,221,Hogar,3.5,10
614,Carro RC_426,2342.0,69,Juguetes,3.9,15
615,Lampara_852,1209.45,250,Hogar,3.3,5
616,Celular_518,1176.33,346,Electronica,1.3,10
617,Raqueta_815,495.29,90,Deportes,1.8,0
618,Peluche_256,1856.33,294,Juguetes,2.6,15
619,Celular_641,1049.9,109,Electronica,5.0,50
620,Muneca_440,926.19,91,Juguetes,2.9,5
621,Comic_303,1250.69,322,Libros,3.3,20
622,Raqueta_758,573.92,62,Deportes,3.6,50
623,Peluche_718,2047.05,306,Juguetes,3.5,10
624,Enciclopedia_772,776.22,447,Libros,3.5,5
625,Comic_313,1324.07,337,Libros,2.4,50
626,Comic_722,949.15,399,Libros,2.7,10
627,Tenis_395,877.0,344,Deportes,4.4,20
628,Camisa_504,743.66,425,Ropa,4.8,20
629,Lego_953,192.72,325,Juguetes,5.0,20
630,Enciclopedia_788,1193.45,426,Libros,2.9,50
631,Chaqueta_359,2057.21,67,Ropa,3.2,0
632,Pantalon_571,2163.17,11,Ropa,2.8,0
633,Gorra_530,841.57,231,Ropa,3.8,15
634,Carro RC_933,2337.58,146,Juguetes,4.6,50
635,Peluche_153,715.82,296,Juguetes,3.9,10
636,Pesas_370,1319.0,327,Deportes,4.9,0
637,Poesia_614,2436.01,227,Libros,4.9,15
638,Licuadora_930,2016.01,448,Hogar,4.7,15
639,Puzzle_421,2033.31,454,Juguetes,2.4,20
640,Puzzle_186,2326.14,498,Juguetes,3.3,5
641,Sofa_995,2115.12,237,Hogar,4.2,20
642,Tenis_415,1202.12,66,Deportes,4.5,50
643,Peluche_198,717.46,276,Juguetes,3.3,50
644,Peluche_431,2371.1,325,Juguetes,2.1,50
645,Gorra_664,2208.62,465,Ropa,2.1,50
646,Muneca_567,1176.79,141,Juguetes,2.3,15
647,Peluche_158,1905.09,377,Juguetes,3.4,15
648,Novela_855,1007.37,348,Libros,1.4,15
649,Laptop_445,878.01,48,Electronica,1.2,10
650,Carro RC_395,2278.05,441,Juguetes,1.4,5
651,Comic_757,216.9,193,Libros,2.3,20
652,Sofa_758,1300.74,305,Hogar,3.0,0
653,Enciclopedia_476,1005.63,384,Libros,4.4,0
654,Sofa_803,872.95,49,Hogar,2.2,5
655,Raqueta_239,1333.22,338,Deportes,3.4,5
656,Comic_431,417.45,460,Libros,5.0,0
657,Raqueta_780,1223.29,446,Deportes,3.6,50
658,Camisa_645,1494.3,284,Ropa,2.7,15
659,Gorra_980,708.58,137,Ropa,3.1,50
660,Peluche_369,391.53,357,Juguetes,3.2,0
661,Sofa_258,1239.52,124,Hogar,1.3,5
662,Lampara_911,2129.7,351,Hogar,3.0,5
663,Silla_322,155.82,282,Hogar,1.5,0
664,Muneca_930,2025.86,46,Juguetes,1.8,5
665,Carro RC_477,1680.2,482,Juguetes,3.0,10
666,Novela_987,2435.2,413,Libros,4.2,15
667,Audifonos_676,468.36,252,Electronica,1.8,5
668,Audifonos_696,1093.81,47,Electronica,4.9,20
669,Poesia_799,1491.79,310,Libros,4.4,0
670,Enciclopedia_939,1955.19,486,Libros,2.0,10
671,Mesa_884,2377.53,292,Hogar,1.8,20
672,Lego_447,1656.87,254,Juguetes,2.7,10
673,Audifonos_698,1026.73,64,Electronica,4.2,0
674,Comic_359,565.45,448,Libros,4.3,5
675,Novela_262,2350.62,297,Libros,2.2,5
676,Peluche_978,94.67,267,Juguetes,3.2,15
677,Chaqueta_673,721.38,459,Ropa,3.5,10
678,Pantalon_652,952.98,66,Ropa,4.6,20
679,Peluche_112,1841.76,148,Juguetes,4.4,10
680,Pesas_567,1433.68,60,Deportes,2.8,50
681,Comic_760,1222.33,498,Libros,3.0,50
682,Licuadora_714,2352.27,170,Hogar,1.4,0
683,Laptop_981,1259.3,127,Electronica,4.9,0
684,Raqueta_438,1774.91,51,Deportes,2.8,0
685,Muneca_718,178.38,374,Juguetes,1.6,20
686,Puzzle_288,690.31,191,Juguetes,3.2,10
687,Muneca_293,2119.65,208,Juguetes,4.6,5
688,Comic_437,802.19,350,Libros,2.8,0
689,Licuadora_876,1618.66,333,Hogar,4.2,10
690,Mesa_670,2049.99,57,Hogar,2.3,20
691,Bicicleta_132,1972.35,179,Deportes,2.9,10
692,Muneca_348,1123.59,210,Juguetes,2.2,10
693,Bicicleta_799,1100.24,174,Deportes,2.3,10
694,Balon_718,1960.34,353,Deportes,1.1,10
695,Tenis_383,637.61,417,Deportes,2.4,5
696,Mesa_334,1789.61,237,Hogar,4.4,5
697,Diccionario_263,1091.84,430,Libros,2.0,20
698,Mesa_869,2061.71,414,Hogar,1.7,50
699,Licuadora_491,754.04,122,Hogar,2.8,0
700,Puzzle_865,1356.8,491,Juguetes,2.4,5
701,Calcetines_753,1838.74,137,Ropa,2.7,50
702,Comic_426,119.28,490,Libros,4.9,50
703,Balon_762,1744.2,182,Deportes,2.9,0
704,Pesas_168,2374.15,454,Deportes,1.3,15
705,Balon_863,760.17,291,Deportes,1.9,5
706,Comic_507,2218.88,469,Libros,3.4,5
707,Sofa_802,200.25,364,Hogar,4.3,5
708,Balon_918,354.7,302,Deportes,4.4,15
709,Tablet_971,2361.37,147,Electronica,4.0,50
710,Pesas_710,1846.8,483,Deportes,3.9,5
711,Puzzle_434,1037.21,264,Juguetes,2.1,15
712,Diccionario_740,220.52,398,Libros,2.1,0
713,Poesia_591,1953.76,464,Libros,4.5,5
714,Celular_647,1108.36,379,Electronica,4.9,5
715,Monitor_545,825.66,332,Electronica,2.0,0
716,Laptop_874,213.21,329,Electronica,4.1,5
717,Comic_564,789.71,258,Libros,4.5,20
718,Silla_663,439.29,151,Hogar,3.2,10
719,Bicicleta_796,2337.4,158,Deportes,1.1,10
720,Laptop_225,257.85,237,Electronica,4.2,15
721,Mesa_244,877.65,64,Hogar,2.0,10
722,Lampara_330,1730.13,274,Hogar,2.1,50
723,Carro RC_750,2289.27,150,Juguetes,3.2,15
724,Sofa_450,2377.0,447,Hogar,4.5,15
725,Calcetines_702,859.57,290,Ropa,3.1,10
726,Sofa_379,154.88,345,Hogar,2.8,15
727,Comic_901,2318.61,362,Libros,2.0,15
728,Carro RC_991,2366.66,155,Juguetes,1.3,0
729,Pesas_981,1185.76,328,Deportes,1.1,20
730,Poesia_935,2079.53,447,Libros,4.0,10
731,Gorra_553,490.56,316,Ropa,4.0,20
732,Calcetines_975,324.26,238,Ropa,2.0,5
733,Mesa_317,1660.88,226,Hogar,1.7,50
734,Balon_204,12.66,305,Deportes,4.0,50
735,Calcetines_387,761.27,126,Ropa,4.2,50
736,Poesia_142,423.34,211,Libros,3.5,15
737,Pantalon_369,1968.78,295,Ropa,2.0,15
738,Chaqueta_973,1566.83,161,Ropa,1.2,10
739,Chaqueta_474,127.56,37,Ropa,2.7,20
740,Celular_915,2403.78,39,Electronica,3.8,0
741,Comic_241,159.44,431,Libros,1.2,0
742,Celular_749,1672.49,166,Electronica,3.6,0
743,Pantalon_161,258.59,380,Ropa,2.4,0
744,Gorra_932,1433.85,100,Ropa,2.2,0
745,Gorra_549,1581.12,133,Ropa,2.0,0
746,Celular_776,813.8,182,Electronica,3.3,10
747,Tablet_244,1932.04,413,Electronica,1.7,15
748,Lampara_630,593.19,82,Hogar,4.8,15
749,Tablet_325,1082.39,122,Electronica,3.2,5
750,Peluche_835,128.2,168,Juguetes,4.3,10
751,Comic_483,1933.25,178,Libros,1.2,10
752,Balon_270,1985.13,266,Deportes,2.6,10
753,Balon_336,1784.07,139,Deportes,2.7,15
754,Tenis_669,30.98,98,Deportes,3.2,15
755,Raqueta_448,2017.35,61,Deportes,2.8,5
756,Celular_312,2201.75,389,Electronica,2.5,5
757,Balon_964,72.98,217,Deportes,1.7,50
758,Puzzle_738,1582.84,470,Juguetes,1.0,20
759,Raqueta_856,1559.7,84,Deportes,1.8,10
760,Tenis_572,1567.05,257,Deportes,2.4,0
761,Licuadora_774,2153.51,144,Hogar,2.1,15
762,Pantalon_584,2146.5,432,Ropa,2.7,15
763,Chaqueta_820,314.02,333,Ropa,1.7,0
764,Mesa_192,264.5,66,Hogar,1.2,15
765,Puzzle_975,1867.67,308,Juguetes,3.5,5
766,Pesas_303,2480.46,356,Deportes,1.9,15
767,Calcetines_982,1488.78,498,Ropa,4.5,5
768,Mesa_673,22.8,482,Hogar,4.5,0
769,Novela_744,1565.55,446,Libros,4.6,15
770,Pantalon_688,2321.05,407,Ropa,4.6,0
771,Pantalon_883,2417.1,257,Ropa,4.6,0
772,Lego_599,1224.94,352,Juguetes,3.9,5
773,Puzzle_583,1982.55,213,Juguetes,3.5,5
774,Novela_962,1587.52,199,Libros,2.3,20
775,Comic_149,807.59,31,Libros,2.0,15
776,Audifonos_220,607.63,35,Electronica,2.8,50
777,Enciclopedia_733,1301.27,323,Libros,1.5,5
778,Carro RC_777,1632.14,458,Juguetes,3.2,50
779,Pantalon_647,1442.47,339,Ropa,5.0,15
780,Tenis_482,377.18,31,Deportes,4.8,5
781,Tablet_289,97.8,486,Electronica,3.4,50
782,Chaqueta_473,791.88,422,Ropa,2.5,0
783,Tenis_244,286.1,44,Deportes,4.3,0
784,Licuadora_541,1845.58,419,Hogar,4.9,15
785,Lego_705,774.53,153,Juguetes,4.6,20
786,Pantalon_530,439.65,401,Ropa,4.8,20
787,Bicicleta_639,1893.02,350,Deportes,3.3,5
788,Lampara_945,1325.21,26,Hogar,4.2,15
789,Lego_761,305.77,395,Juguetes,3.6,0
790,Muneca_869,1138.81,371,Juguetes,1.5,0
791,Licuadora_709,1658.91,108,Hogar,1.9,50
792,Poesia_781,2263.54,438,Libros,4.3,5
793,Pesas_767,148.47,338,Deportes,1.7,15
794,Chaqueta_348,1799.24,244,Ropa,1.4,5
795,Enciclopedia_225,2221.7,106,Libros,3.9,0
796,Diccionario_572,1956.37,354,Libros,1.0,20
797,Raqueta_438,606.35,254,Deportes,1.9,10
798,Poesia_802,946.72,280,Libros,1.2,50
799,Mesa_958,1126.01,500,Hogar,1.9,5
800,Mesa_116,891.04,458,Hogar,3.8,0
801,Pesas_127,2252.98,82,Deportes,2.1,50
802,Silla_942,2144.77,454,Hogar,3.7,50
803,Tenis_820,1172.53,109,Deportes,4.1,15
804,Licuadora_144,715.53,44,Hogar,3.7,10
805,Mesa_827,294.94,414,Hogar,3.1,0
806,Diccionario_868,2464.43,117,Libros,2.0,0
807,Tenis_491,1855.31,468,Deportes,3.1,5
808,Bicicleta_343,353.42,22,Deportes,1.2,20
809,Raqueta_688,1555.9,315,Deportes,1.2,50
810,Comic_585,1428.8,246,Libros,4.5,0
811,Comic_915,107.99,84,Libros,2.7,15
812,Gorra_310,848.44,175,Ropa,2.9,0
813,Sofa_349,705.2,216,Hogar,3.2,50
814,Silla_967,1315.59,259,Hogar,4.0,0
815,Puzzle_923,867.07,454,Juguetes,3.2,10
816,Camisa_370,1823.9,15,Ropa,2.0,0
817,Carro RC_807,448.2,412,Juguetes,3.2,10
818,Puzzle_623,2347.73,215,Juguetes,4.2,50
819,Poesia_905,1512.84,461,Libros,2.4,15
820,Puzzle_289,160.37,330,Juguetes,3.2,0
821,Raqueta_391,1782.61,370,Deportes,1.3,20
822,Poesia_721,1916.69,94,Libros,4.0,5
823,Calcetines_999,1335.02,353,Ropa,3.7,50
824,Sofa_549,302.67,174,Hogar,3.9,5
825,Pantalon_897,580.05,131,Ropa,3.7,15
826,Tablet_403,1002.86,337,Electronica,4.9,20
827,Peluche_580,1206.92,16,Juguetes,1.0,15
828,Mesa_510,1498.87,70,Hogar,1.2,10
829,Diccionario_907,1658.5,285,Libros,4.8,5
830,Puzzle_857,275.39,129,Juguetes,1.8,15
831,Tenis_439,186.36,140,Deportes,3.0,20
832,Enciclopedia_408,786.06,423,Libros,3.8,5
833,Chaqueta_265,2435.45,258,Ropa,4.1,0
834,Tablet_322,1327.87,77,Electronica,3.9,10
835,Monitor_971,364.99,391,Electronica,2.5,10
836,Poesia_893,1384.27,91,Libros,1.4,50
837,Muneca_660,1358.42,171,Juguetes,4.4,50
838,Monitor_560,149.95,345,Electronica,2.7,50
839,Lampara_833,503.11,127,Hogar,3.1,50
840,Pantalon_930,1456.99,142,Ropa,2.7,10
841,Tenis_776,265.3,446,Deportes,3.1,20
842,Novela_770,1286.05,440,Libros,1.3,5
843,Raqueta_105,693.17,148,Deportes,3.8,20
844,Chaqueta_674,319.14,306,Ropa,3.7,20
845,Camisa_159,1584.61,286,Ropa,4.7,50
846,Tenis_449,1093.94,145,Deportes,4.8,15
847,Pantalon_786,396.09,187,Ropa,2.4,5
848,Balon_770,561.63,430,Deportes,3.0,20
849,Lego_190,1376.3,493,Juguetes,4.5,0
850,Lego_169,1501.34,107,Juguetes,4.7,10
851,Laptop_202,1358.7,141,Electronica,1.2,10
852,Comic_996,1984.8,376,Libros,3.9,5
853,Lampara_513,1667.07,82,Hogar,4.9,15
854,Audifonos_783,1931.0,45,Electronica,3.3,50
855,Pantalon_585,145.26,128,Ropa,2.1,20
856,Sofa_777,1516.73,484,Hogar,3.3,5
857,Balon_997,2147.63,120,Deportes,4.3,0
858,Pesas_880,2323.58,175,Deportes,3.5,0
859,Mesa_244,2079.66,52,Hogar,4.6,0
860,Bicicleta_553,1585.72,379,Deportes,4.3,15
861,Puzzle_997,261.57,269,Juguetes,4.1,5
862,Enciclopedia_676,2132.49,252,Libros,3.6,20
863,Lego_540,1595.68,242,Juguetes,3.0,10
864,Silla_607,1310.17,356,Hogar,3.9,5
865,Audifonos_794,558.53,251,Electronica,1.4,50
866,Audifonos_835,1206.22,371,Electronica,1.3,0
867,Lampara_834,2468.93,55,Hogar,4.5,10
868,Laptop_148,401.81,332,Electronica,3.9,0
869,Raqueta_368,2372.64,84,Deportes,3.0,15
870,Chaqueta_599,1386.0,270,Ropa,4.3,0
871,Lego_280,2316.64,8,Juguetes,1.7,10
872,Puzzle_257,154.25,438,Juguetes,1.8,5
873,Diccionario_751,369.05,146,Libros,4.4,20
874,Silla_459,1798.62,337,Hogar,3.4,50
875,Raqueta_959,547.29,372,Deportes,4.6,0
876,Raqueta_199,657.17,31,Deportes,3.8,50
877,Audifonos_469,2191.87,323,Electronica,5.0,50
878,Licuadora_732,818.42,489,Hogar,1.6,15
879,Diccionario_621,1207.13,454,Libros,4.6,5
880,Puzzle_322,2072.83,88,Juguetes,3.8,10
881,Tablet_878,94.09,18,Electronica,3.7,0
882,Tenis_599,1787.31,414,Deportes,1.2,15
883,Diccionario_826,403.07,2,Libros,3.9,5
884,Comic_106,74.54,271,Libros,1.5,5
885,Camisa_837,486.57,146,Ropa,4.4,50
886,Balon_135,1958.75,297,Deportes,3.7,0
887,Lampara_775,2429.65,187,Hogar,2.1,10
888,Tablet_515,490.43,5,Electronica,2.9,0
889,Monitor_723,424.47,293,Electronica,3.0,20
890,Pesas_431,209.5,402,Deportes,2.2,5
891,Monitor_877,1182.15,141,Electronica,4.7,15
892,Pesas_219,1724.43,152,Deportes,3.2,50
893,Gorra_275,1290.66,262,Ropa,3.7,10
894,Novela_108,1148.93,322,Libros,2.9,50
895,Sofa_507,363.03,88,Hogar,3.0,15
896,Sofa_423,1467.3,409,Hogar,5.0,5
897,Gorra_450,2087.47,429,Ropa,4.4,5
898,Pesas_699,767.07,198,Deportes,2.3,20
899,Chaqueta_506,2039.56,427,Ropa,4.9,50
900,Lego_786,1295.21,273,Juguetes,3.3,10
901,Muneca_864,914.18,327,Juguetes,1.7,15
902,Raqueta_587,1047.87,128,Deportes,3.0,50
903,Tablet_309,274.37,279,Electronica,2.1,10
904,Lampara_394,339.25,200,Hogar,4.1,20
905,Gorra_173,546.03,319,Ropa,4.5,10
906,Celular_536,1781.45,81,Electronica,3.0,15
907,Muneca_410,2245.77,249,Juguetes,4.1,50
908,Lampara_699,1450.92,63,Hogar,3.1,5
909,Lampara_731,370.24,81,Hogar,2.0,20
910,Balon_480,313.84,232,Deportes,4.0,5
911,Diccionario_311,860.37,377,Libros,2.1,15
912,Tablet_196,1932.86,356,Electronica,1.6,50
913,Tenis_650,234.88,297,Deportes,4.1,0
914,Celular_868,1300.13,248,Electronica,4.0,5
915,Diccionario_631,1216.88,16,Libros,2.9,5
916,Enciclopedia_752,808.4,381,Libros,2.0,50
917,Mesa_660,2415.19,61,Hogar,1.0,20
918,Monitor_558,2163.46,10,Electronica,3.9,0
919,Lego_786,340.78,498,Juguetes,2.2,20
920,Monitor_374,1408.11,264,Electronica,5.0,5
921,Monitor_838,1599.53,303,Electronica,2.9,10
922,Raqueta_218,65.23,39,Deportes,1.6,50
923,Laptop_163,2428.52,413,Electronica,1.5,10
924,Audifonos_407,1158.77,42,Electronica,4.7,50
925,Tablet_379,426.81,377,Electronica,1.2,0
926,Lego_449,313.62,337,Juguetes,4.0,50
927,Chaqueta_819,1740.17,242,Ropa,4.1,10
928,Calcetines_592,2101.22,496,Ropa,4.9,0
929,Raqueta_751,1771.73,83,Deportes,1.2,10
930,Raqueta_535,993.74,390,Deportes,3.3,20
931,Gorra_350,1342.94,5,Ropa,2.8,15
932,Sofa_879,2434.0,32,Hogar,4.4,15
933,Calcetines_910,1852.64,211,Ropa,4.4,15
934,Novela_805,1892.12,145,Libros,1.4,5
935,Balon_589,2373.79,5,Deportes,4.4,20
936,Gorra_978,425.71,87,Ropa,3.3,10
937,Licuadora_986,2252.05,287,Hogar,1.4,10
938,Diccionario_428,1378.34,33,Libros,4.8,20
939,Lego_363,306.26,146,Juguetes,1.1,20
940,Puzzle_507,2102.32,456,Juguetes,3.2,15
941,Mesa_102,2378.09,378,Hogar,4.9,15
942,Mesa_752,967.82,250,Hogar,1.4,15
943,Puzzle_166,1486.88,68,Juguetes,1.4,10
944,Monitor_132,196.39,228,Electronica,1.7,20
945,Tenis_899,1654.49,343,Deportes,4.1,0
946,Diccionario_763,2304.55,240,Libros,3.3,20
947,Audifonos_828,1580.27,441,Electronica,4.3,5
948,Balon_551,238.68,370,Deportes,4.9,20
949,Audifonos_278,2121.76,67,Electronica,4.1,0
950,Pantalon_800,1909.33,387,Ropa,4.6,5
951,Raqueta_815,220.71,180,Deportes,2.7,10
952,Carro RC_903,2296.62,410,Juguetes,4.6,15
953,Monitor_692,244.28,14,Electronica,3.3,50
954,Licuadora_896,2358.6,346,Hogar,4.9,15
955,Audifonos_390,1287.48,5,Electronica,4.3,20
956,Gorra_745,779.54,330,Ropa,4.5,5
957,Celular_477,1606.19,52,Electronica,4.4,5
958,Muneca_654,837.77,450,Juguetes,2.7,0
959,Novela_337,1545.62,482,Libros,1.9,0
960,Silla_630,24.44,182,Hogar,3.0,20
961,Lego_880,1945.57,182,Juguetes,3.2,0
962,Mesa_878,1971.98,13,Hogar,2.7,50
963,Tablet_375,1223.61,87,Electronica,2.5,20
964,Pantalon_848,651.25,156,Ropa,3.4,0
965,Bicicleta_451,1516.53,156,Deportes,4.5,10
966,Lampara_881,2219.93,375,Hogar,3.8,20
967,Muneca_197,1063.69,446,Juguetes,1.3,5
968,Mesa_829,1274.25,149,Hogar,3.0,0
969,Lego_707,1305.14,492,Juguetes,4.4,50
970,Carro RC_958,1808.96,356,Juguetes,4.0,10
971,Muneca_321,553.11,332,Juguetes,2.0,10
972,Mesa_801,1438.72,404,Hogar,4.0,15
973,Lego_823,1310.38,392,Juguetes,4.5,0
974,Raqueta_944,1325.28,435,Deportes,1.1,10
975,Silla_683,949.26,32,Hogar,2.1,15
976,Carro RC_473,499.32,430,Juguetes,2.9,5
977,Tenis_688,1893.41,237,Deportes,3.4,15
978,Puzzle_530,1193.66,407,Juguetes,4.9,10
979,Monitor_930,1153.38,300,Electronica,3.9,10
980,Tablet_902,2228.06,203,Electronica,2.5,10
981,Raqueta_450,2443.7,476,Deportes,3.0,50
982,Enciclopedia_299,1349.71,477,Libros,4.9,10
983,Poesia_575,2495.97,285,Libros,1.2,50
984,Laptop_416,383.28,200,Electronica,5.0,50
985,Peluche_321,1261.41,61,Juguetes,4.5,15
986,Laptop_985,1889.22,73,Electronica,2.9,5
987,Balon_495,1711.99,328,Deportes,1.8,50
988,Carro RC_588,2081.07,373,Juguetes,2.8,50
989,Celular_735,1310.16,134,Electronica,4.4,5
990,Peluche_319,1990.87,128,Juguetes,4.5,20
991,Chaqueta_596,1738.42,471,Ropa,3.7,10
992,Monitor_910,439.66,140,Electronica,1.3,10
993,Novela_477,1837.36,93,Libros,4.6,20
994,Raqueta_161,1736.08,52,Deportes,2.7,10
995,Lego_849,102.45,92,Juguetes,4.0,5
996,Carro RC_849,1204.63,130,Juguetes,1.8,0
997,Lampara_313,1178.39,430,Hogar,3.0,50
998,Calcetines_833,386.83,147,Ropa,4.5,20
999,Diccionario_494,2093.94,110,Libros,1.3,0
1000,Pantalon_501,1272.72,8,Ropa,2.1,20
